country_code,country,year,gdp_per_capita_constant_2015_usd,gdp_growth_annual_pct,adjusted_inflation_annual_pct,adjusted_unemployment_total_pct_ilo_estimate,life_expectancy_years,adjusted_infant_mortality_per_1000_live_births,secondary_school_enrollment_gross_pct,access_to_electricity_pct_population,individuals_using_internet_pct_population,trade_pct_gdp,PC1,PC2,PC3
BRA,Brazil,2014,9338.34170840985,0.503955740273241,-6.32904015516138,-6.755,74.823,-14.0,102.780311584473,99.7,54.5510018796392,24.685405813292,1.3166457225791057,-1.1528759801566457,0.03652255700154393
BRA,Brazil,2015,8936.1955889444,-3.54576339347278,-9.02990102416136,-8.538,75.106,-13.7,101.086227416992,99.7,58.3279517340924,26.9536259372369,1.4356120327692603,-1.7658937631502676,-0.36822606260219753
BRA,Brazil,2016,8577.84277969667,-3.2759169063211,-8.73914352329393,-11.58,75.081,-14.6,102.692901611328,99.7,60.8725400681261,24.5336820770756,1.3518861986080832,-2.0703563512986523,-0.3840029225602115
BRA,Brazil,2017,8628.25209645723,1.32286905390815,-3.44637335032669,-12.792,75.383,-13.3,102.989486694336,99.8,67.4712845236305,24.3197343741684,1.425806846472611,-1.5395239630792306,-0.22774880427962027
BRA,Brazil,2018,8722.33529970988,1.78366676137003,-3.66485028376728,-12.329,75.633,-13.1,104.818481445312,99.7,70.4342825404361,28.876203376153,1.575950719357173,-1.4792954130277067,-0.16765905976574108
BRA,Brazil,2019,8771.43950372603,1.22077782271943,-3.73297621216893,-11.936,75.809,-12.9,103.667556762695,99.8,73.9124399133589,28.8902578697354,1.669890561697492,-1.4975831190772915,-0.25200919301921804
BRA,Brazil,2020,8435.01046209185,-3.27675879612903,-3.21176803803376,-13.697,74.506,-12.8,103.882659912109,99.7,81.34269353,32.3020785443492,1.7430256995694446,-2.2616180742218304,-1.14622664446426
BRA,Brazil,2021,8799.22844579944,4.7626043797061,-8.30165975585673,-13.158,73.038,-12.7,106.298461914062,99.5,80.68989314,37.6563307592575,1.4971583452783714,-1.6037257718983151,0.49175313337104776
BRA,Brazil,2022,9032.08377657776,3.01669435408112,-9.28010608956872,-9.231,74.872,-12.6,105.702369689941,100.0,80.52775094,38.8160659764321,1.8406991098908407,-1.3324193862064584,0.44018235309585013
BRA,Brazil,2023,9288.02594608687,3.24165532813583,-4.59356282283203,-7.947,75.848,-12.4,105.702369689941,99.8,84.15060238,33.6662298301284,2.014312448875107,-1.0745528260380892,0.09948422306954932
CHN,China,2010,5764.86534987407,10.5962719761682,-3.17532475269199,-4.53,75.668,-12.4,90.7829173331445,99.7,34.3,49.8540722338977,0.36633366929150846,1.2828425298128656,1.0697341054606733
CHN,China,2011,6275.90956436258,9.4613358870736,-5.55389892257493,-4.55,75.889,-11.4,92.0329425203903,99.9,38.3,49.9458272253643,0.6352085153599545,1.012333853903808,1.1426899670892954
CHN,China,2012,6723.19443752823,7.85617427055587,-2.6195243264554,-4.58,76.2,-10.5,92.2603063015232,99.9,42.30009842,47.4802130784317,0.8638957348198115,0.857530186412757,0.6401798091233135
CHN,China,2013,7198.06876478162,7.77872409446717,-2.62105001748114,-4.6,76.452,-9.7,92.2603063015232,100.0,45.79999924,45.9160413795571,1.0414095666690124,0.8011073362478827,0.6551265673192401
